[2026-06-02T05:13:31.606Z] GET http://localhost:8000/projects → 200 (41ms, 2834B)
[2026-06-02T05:13:31.609Z] GET http://localhost:8000/projects → 200 (35ms, 2834B)
[2026-06-02T05:14:02.882Z] GET http://localhost:5173/login → 200 (8ms, 615B)
[2026-06-02T05:14:02.902Z] GET http://localhost:5173/@vite/client → 200 (11ms, ?B)
[2026-06-02T05:14:02.902Z] GET http://localhost:5173/src/main.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.903Z] GET http://localhost:5173/@react-refresh → 200 (17ms, ?B)
[2026-06-02T05:14:02.905Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=93500f84 → 200 (1ms, -310B)
[2026-06-02T05:14:02.906Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=93500f84 → 200 (3ms, -312B)
[2026-06-02T05:14:02.910Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=93500f84 → 200 (?ms, -312B)
[2026-06-02T05:14:02.910Z] GET http://localhost:5173/src/index.css → 200 (10ms, ?B)
[2026-06-02T05:14:02.910Z] GET http://localhost:5173/src/App.tsx → 200 (11ms, ?B)
[2026-06-02T05:14:02.911Z] GET http://localhost:5173/src/context/AuthContext.tsx → 200 (12ms, ?B)
[2026-06-02T05:14:02.911Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=93500f84 → 200 (?ms, -310B)
[2026-06-02T05:14:02.911Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-B-1-B7_t.js?v=93500f84 → 200 (?ms, -308B)
[2026-06-02T05:14:02.913Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=93500f84 → 200 (?ms, -310B)
[2026-06-02T05:14:02.913Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (9ms, ?B)
[2026-06-02T05:14:02.921Z] GET http://localhost:5173/src/pages/LandingPage/LandingPage.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.921Z] GET http://localhost:5173/src/pages/LoginPage/LoginPage.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.921Z] GET http://localhost:5173/src/pages/ExplorePage/ExplorePage.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.921Z] GET http://localhost:5173/src/pages/DashboardPage/DashboardPage.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.921Z] GET http://localhost:5173/src/pages/EditorPage/EditorPage.tsx → 200 (5ms, ?B)
[2026-06-02T05:14:02.922Z] GET http://localhost:5173/src/pages/PlayPage/PlayPage.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.924Z] GET http://localhost:5173/src/api/auth.ts → 200 (2ms, ?B)
[2026-06-02T05:14:02.924Z] GET http://localhost:5173/src/pages/LandingPage/LandingPage.module.css → 200 (2ms, ?B)
[2026-06-02T05:14:02.924Z] GET http://localhost:5173/src/pages/LoginPage/LoginPage.module.css → 200 (3ms, ?B)
[2026-06-02T05:14:02.925Z] GET http://localhost:5173/src/pages/ExplorePage/ExplorePage.module.css → 200 (2ms, ?B)
[2026-06-02T05:14:02.925Z] GET http://localhost:5173/src/api/projects.ts → 200 (1ms, ?B)
[2026-06-02T05:14:02.925Z] GET http://localhost:5173/src/pages/DashboardPage/DashboardPage.module.css → 200 (2ms, ?B)
[2026-06-02T05:14:02.925Z] GET http://localhost:5173/src/hooks/useToast.ts → 200 (2ms, ?B)
[2026-06-02T05:14:02.925Z] GET http://localhost:5173/src/components/Toast/Toast.tsx → 200 (2ms, ?B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/node_modules/.vite/deps/blockly.js?v=93500f84 → 200 (?ms, -314B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/src/pages/PlayPage/PlayPage.module.css → 200 (1ms, ?B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/src/components/ShareModal/ShareModal.tsx → 200 (1ms, ?B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/src/pages/EditorPage/spriteRuntime.ts → 200 (2ms, ?B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/src/pages/EditorPage/blockDefs.ts → 200 (2ms, ?B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/src/pages/EditorPage/EditorPage.module.css → 200 (2ms, ?B)
[2026-06-02T05:14:02.926Z] GET http://localhost:5173/src/pages/EditorPage/StageCanvas.tsx → 200 (3ms, ?B)
[2026-06-02T05:14:02.927Z] GET http://localhost:5173/src/api/client.ts → 200 (2ms, ?B)
[2026-06-02T05:14:02.927Z] GET http://localhost:5173/src/components/Toast/Toast.module.css → 200 (1ms, ?B)
[2026-06-02T05:14:02.927Z] GET http://localhost:5173/src/components/ShareModal/ShareModal.module.css → 200 (2ms, ?B)
[2026-06-02T05:14:02.929Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=93500f84 → 200 (?ms, -312B)
[2026-06-02T05:14:02.929Z] GET http://localhost:5173/src/pages/EditorPage/StageCanvas.module.css → 200 (?ms, ?B)
[2026-06-02T05:14:02.933Z] GET https://fonts.googleapis.com/css2?family=Baloo+2:wght@500;600;700;800&family=Nunito:wght@400;600;700;800&display=swap → 200 (?ms, -743B)
[2026-06-02T05:14:02.941Z] GET https://fonts.gstatic.com/s/baloo2/v23/wXKrE3kTposypRyd51jcAM4olXc.woff2 → 200 (?ms, -814B)
[2026-06-02T05:14:02.942Z] GET https://fonts.gstatic.com/s/nunito/v32/XRXV3I6Li01BKofINeaBTMnFcQ.woff2 → 200 (?ms, -815B)
[2026-06-02T05:14:30.699Z] POST http://localhost:8000/auth/login → 422 (18ms, 284B)
[2026-06-02T05:14:40.734Z] POST http://localhost:8000/auth/login → 401 (9ms, 41B)
[2026-06-02T05:15:07.417Z] POST http://localhost:8000/auth/register → 422 (19ms, 420B)
[2026-06-02T05:15:13.585Z] POST http://localhost:8000/auth/register → 200 (374ms, 182B)
[2026-06-02T05:15:13.959Z] POST http://localhost:8000/auth/login → pending (?ms, ?B)
[2026-06-02T05:15:14.317Z] GET http://localhost:8000/users/me → 200 (9ms, 164B)
[2026-06-02T05:15:14.387Z] GET http://localhost:8000/projects/me → 200 (9ms, 2B)
[2026-06-02T05:15:14.387Z] GET http://localhost:8000/projects/me → 200 (6ms, 2B)
[2026-06-02T05:16:20.861Z] GET http://localhost:5173/dashboard → 200 (17ms, 615B)
[2026-06-02T05:16:20.951Z] GET http://localhost:5173/@vite/client → 200 (7ms, ?B)
[2026-06-02T05:16:20.952Z] GET http://localhost:5173/src/main.tsx → 200 (2ms, ?B)
[2026-06-02T05:16:20.960Z] GET http://localhost:5173/@react-refresh → 200 (10ms, ?B)
[2026-06-02T05:16:20.965Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=93500f84 → 200 (?ms, -310B)
[2026-06-02T05:16:20.966Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=93500f84 → 200 (?ms, -312B)
[2026-06-02T05:16:20.967Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=93500f84 → 200 (?ms, -312B)
[2026-06-02T05:16:20.967Z] GET http://localhost:5173/src/index.css → 200 (3ms, ?B)
[2026-06-02T05:16:20.968Z] GET http://localhost:5173/src/App.tsx → 200 (2ms, ?B)
[2026-06-02T05:16:20.968Z] GET http://localhost:5173/src/context/AuthContext.tsx → 200 (3ms, ?B)
[2026-06-02T05:16:20.968Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=93500f84 → 200 (?ms, -310B)
[2026-06-02T05:16:20.968Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (7ms, ?B)
[2026-06-02T05:16:20.968Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-B-1-B7_t.js?v=93500f84 → 200 (?ms, -308B)
[2026-06-02T05:16:20.969Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=93500f84 → 200 (?ms, -310B)
[2026-06-02T05:16:20.970Z] GET http://localhost:5173/src/pages/LandingPage/LandingPage.tsx → 200 (6ms, ?B)
[2026-06-02T05:16:20.970Z] GET http://localhost:5173/src/pages/LoginPage/LoginPage.tsx → 200 (6ms, ?B)
[2026-06-02T05:16:20.971Z] GET http://localhost:5173/src/pages/ExplorePage/ExplorePage.tsx → 200 (5ms, ?B)
[2026-06-02T05:16:20.971Z] GET http://localhost:5173/src/pages/DashboardPage/DashboardPage.tsx → 200 (5ms, ?B)
[2026-06-02T05:16:20.971Z] GET http://localhost:5173/src/pages/EditorPage/EditorPage.tsx → 200 (5ms, ?B)
[2026-06-02T05:16:20.971Z] GET http://localhost:5173/src/pages/PlayPage/PlayPage.tsx → 200 (5ms, ?B)
[2026-06-02T05:16:20.974Z] GET http://localhost:5173/src/api/auth.ts → 200 (2ms, ?B)
[2026-06-02T05:16:20.984Z] GET http://localhost:5173/src/pages/LandingPage/LandingPage.module.css → 200 (6ms, ?B)
[2026-06-02T05:16:20.984Z] GET http://localhost:5173/src/pages/LoginPage/LoginPage.module.css → 200 (9ms, ?B)
[2026-06-02T05:16:20.984Z] GET http://localhost:5173/src/pages/ExplorePage/ExplorePage.module.css → 200 (9ms, ?B)
[2026-06-02T05:16:20.984Z] GET http://localhost:5173/src/api/projects.ts → 200 (10ms, ?B)
[2026-06-02T05:16:20.984Z] GET http://localhost:5173/src/pages/DashboardPage/DashboardPage.module.css → 200 (10ms, ?B)
[2026-06-02T05:16:20.987Z] GET http://localhost:5173/src/hooks/useToast.ts → 200 (7ms, ?B)
[2026-06-02T05:16:20.987Z] GET http://localhost:5173/src/components/Toast/Toast.tsx → 200 (7ms, ?B)
[2026-06-02T05:16:20.987Z] GET http://localhost:5173/node_modules/.vite/deps/blockly.js?v=93500f84 → 200 (?ms, -314B)
[2026-06-02T05:16:20.988Z] GET http://localhost:5173/src/pages/EditorPage/EditorPage.module.css → 200 (6ms, ?B)
[2026-06-02T05:16:20.988Z] GET http://localhost:5173/src/components/ShareModal/ShareModal.tsx → 200 (7ms, ?B)
[2026-06-02T05:16:20.988Z] GET http://localhost:5173/src/pages/EditorPage/StageCanvas.tsx → 200 (7ms, ?B)
[2026-06-02T05:16:20.988Z] GET http://localhost:5173/src/pages/EditorPage/blockDefs.ts → 200 (7ms, ?B)
